"International Conference on Database Systems for Advanced Applications","DSAA","C"
"International Conference on Database Theory","ICDT","A"
"International Conference on Declarative Programming and Knowledge Management","INAP","C"
"International Conference on Dependability of Computer Systems","DEPCoS","C"
"International Conference on Dependable, Autonomic and Secure Computing","DASC","C"
"International Conference on Design Science Research in Information Systems and Technology","DESRIST","A"
"International Conference on Design Theory and Methodology (ASME)","DTM","A"
"International Conference on Digital Content, Multimedia Technology and its Applications","IDC","C"
"International Conference on Digital Government Research","DGO","B"
"International Conference on Digital Society","ICDS","C"
"International Conference on Discrete Geometry for Computer Imagery","DGCI","C"
"International Conference on Discrete Mathematics and Theoretical Computer Science","DMTCS","B"
"International Conference on Distributed Computing and Internet Technologies","ICDCIT","C"
"International Conference on Distributed Computing and Networking","ICDCN","B"
"International Conference on Distributed Computing Systems","ICDCS","A"
"International Conference on Distributed Frameworks for Multimedia Applications","DFMA","C"
"International Conference on Dublin Core and Metadata Applications","DC","C"
"International Conference on e-Business","ICEB","B"
"International Conference on Electronic Commerce","ICEComm","C"
"International Conference on Electronic Commerce and Web Technology","ECWeb","B"
"International Conference on Electronic Voting","EVOTE","C"
"International Conference on Email and Anti-Spam","CEAS","B"
"International Conference on Embedded Software and Systems","ICESS","C"
"International Conference on Engineering Applications of Neural Networks","EANN","C"
"International Conference on Engineering Computational Technology",,"B"
"International Conference on Engineering Design (ICED), The Design Society","ICED","B"
"International Conference on Engineering Education","ICEE","C"
"International Conference on Enhancement and Promotion of Computational Methods in Engineering and Science",,"A"
"International Conference on Enterprise Information Systems","ICEIS","C"
"International Conference on Enterprise Information Systems and Web Technologies","EISWT","C"
"International Conference on Enterprise Integration and Modelling Technology","ICEIMT","C"
"International Conference on Entertainment Computing","ICEC","C"
"International Conference on Environmental Systems","ICES","A"
"International conference on ER fluids and MR suspensions",,"A"
"International Conference on Evaluation and Assessment in Software Engineering","EASE","A"
"International Conference on Evaluation of Novel Approaches to Software Engineering","ENASE","B"
"International Conference on Evolutionary Computation","ICEC","C"
"International Conference on Experimental Implementation of Quantum Computation","QuantCom","C"
"International Conference on extreme Programming and Flexible Processes in Software Engineering","XP","B"
"International Conference on Fast Sea Transportation",,"A"
"International Conference on Field and Service Robotics","FSR","A"
"International Conference on Fluid Control, Measurements, and Visualization",,"B"
"International Conference on Fluid Mechanics",,"B"
"International Conference on Formal Engineering Methods","FEM","B"
"International Conference on Formal Methods for Open Object-Based Distributed Systems","FMOOD","C"
"International Conference on Formal Ontology in Information Systems","FOIS","A"
"International Conference on Foundation on Data Organization","FODO","A"
"International Conference on Frontiers of Handwriting Recognition","ICFHR","B"
"International Conference on Frontiers of Information Technology","FIT","C"
"International Conference on Functional Programming","ICFP","A"
"International Conference on Fuzzy Systems and Knowledge","FSKD","C"
"International Conference on Generative Programming and Component Engineering","GPCE","B"
"International Conference on Genetic Algorithms","ICGA","B"
"International Conference on GeoComputation","GeoComp","C"
"International Conference on Graph Transformations","ICGT","B"
"International Conference on Grid and Cooperative Computing","GCC","C"
"International Conference on Grid and Pervasive Computing","GPC","C"
"International Conference on Grid Computing and Applications","GCA","C"
"International Conference on Grid computing, high-performance and Distributed Applications","GADA","C"
"International Conference on Health Informatics","Healthinf","C"
"International Conference on High Performance Computing","HiPC","A"
"International Conference on High Performance Computing, Networking and Communication Systems","HPCNCS","B"
"International Conference on High Performance Scientific Computing","HPSC","C"
"International Conference on High Performance Yacht Design",,"A"
"International Conference on High-Performance Clustered Computing (International Conference on Linux Clusters)","LCI","C"
"International Conference on Human Factors in Computing Systems","CHI","A"
"International Conference on Human-Computer Interaction with Mobile Devices and Services","MobileHCI","B"
"International Conference on Hybrid Artificial Intelligence Systems","HAIS","C"
"International Conference on Hybrid Intelligent Systems","HIS","C"
"International Conference on Hydroinformatics",,"C"
"International Conference on Image Analysis and Processing","ICIAP","B"
"International Conference on Image and Graphics","ICIG","C"
"International Conference on Image and Signal Processing","ICISP","C"
"International Conference on Immersive Telecommunications","IMMERSCOM","C"
"International Conference on Implementation and Application of Automata","CIAA","B"
"International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings","IAQVEC","A"
"International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems","IEA/AIE","C"
"International Conference on Informatics Education and Research","ICIER","B"
"International Conference on Information and Communication Technologies Development","ICTD","C"
"International Conference on Information and Communication Technologies in Tourism","ENTER","C"
"International Conference on Information and Communications Security","ICICS","B"
"International Conference on Information and Communications Technology","ICICT","C"
"International Conference on Information and Emerging Technologies","ICIET","C"
"International Conference on Information and Knowledge Engineering","IKE","C"
"International Conference on Information Fusion","FUSION","C"
"International Conference on Information Processing and Management of Uncertainty","IPMU","C"
"International Conference on Information Resources Management","Conf-IRM","B"
"International Conference on Information Security and Assurance","ISA","C"
"International Conference on Information Security and Cryptography","SECRYPT","B"
"International Conference on Information Security and Cryptology","ICISC","B"
"International Conference on Information Systems","ICIS","A"
"International Conference on Information Systems Analysis and Synthesis","ISAS","C"
"International Conference on Information Systems Development","ISD","A"
"International Conference on Information Systems Security","ICISS","B"
"International Conference on Information Systems Technology and its Application","ISTA","B"
"International Conference on Information Technology and Applications","ICITA","C"
"International Conference on Information Technology Interfaces","ITI","C"
"International Conference on Information Technology: Coding and Computing","ITCC","C"
"International Conference on Information Theoretic Security","ICITS","C"
"International Conference on Information Visualisation","IV","B"
"International Conference on Information, Communications and Signal Processing","ICICS","B"
"International Conference on Innovation in Architecture, Engineering and Construction","AEC","C"
"International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems","CPAIOR","B"
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce","IAWTIC","B"
"International Conference on Intelligent and Advanced Systems","ICIAS","C"
"International Conference on Intelligent Data Engineering and Automated Learning","IDEAL","C"
"International Conference on Intelligent Pervasive Computing","IPC","C"
"International Conference on Intelligent Sensors, Sensor Networks and Information Processing","ISSNIP","B"
"International Conference on Intelligent Systems","ICIL","C"
"International Conference on Intelligent Systems and Knowledge Engineering","ISKE","B"
"International Conference on Intelligent Systems Designs and Applications","ISDA","C"
"International Conference on Intelligent Text Processing and Computational Linguistics","CICLING","B"
"International Conference on Intelligent Tutoring Systems","ITS","A"
"International Conference on Intelligent User Interfaces","IUI","A"
"International Conference on Interaction Sciences: Information Technology, Culture and Human","ICIS","C"
"International Conference on International and Communication Technologies","ICICTE","C"
"International Conference on Internet and Web Applications and Services","ICIW","C"
"International Conference on Internet Computing","IC","B"
"International Conference on Internet Computing in Science and Engineering","ICICSE","C"
"International Conference on Internet Monitoring and Protocol","ICIMP","C"
"International Conference on Internet Technologies and Applications","ITA","B"
"International Conference on Knowledge Discovery and Data Mining","WKDD","C"
"International Conference on Knowledge Engineering and Knowledge Management","EKAW","B"
"International Conference on Knowledge Engineering and Ontology","KEOD","C"
"International Conference on Knowledge Science, Engineering and Management","KSEM","B"
"International Conference on Knowledge-Based and Intelligent Information and Engineering Systems","KES","B"
"International Conference on Knowledge-based Intelligent Electronic Systems","KIES","C"
"International Conference on Language and Automata Theory and Applications","LATA","C"
"International Conference on Leading Edge Manufacturing in 21st Century",,"A"
"International Conference on Legal Knowledge-based Systems","JURIX","C"
"International Conference on Liquid Atomization and Spray Systems",,"A"
"International Conference on Logic Programming","ICLP","A"
"International Conference on Logic Programming and Non-monotonic Reasoning","LPNMR","A"
"International Conference on Machine Learning","ICML","A"
"International Conference on Machine Learning and Applications","ICMLA","C"
"International Conference on Machine Learning and Cybernetics","ICMLC","C"
"International Conference on Machine Vision","ICMV","C"
"International Conference on Management of Data","COMAD","B"
"International Conference on Management of Technology","IAMOT","C"
"International Conference on Massively Parallel Computing Systems","MPCS","B"
"International Conference on Mechanics of structures, Materials and System",,"B"
"International Conference on Medical Information  Visualisation","MediVis","C"
"International Conference on Metal Forming",,"A"
"International Conference on Mobile and Ubiquitous Systems: Networks and Services","Mobiquitous","A"
"International Conference on Mobile Business","ICMB","C"
"International Conference on Mobile Data Management","MDM","C"
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies","UBICOMM","C"
"International Conference on Modal Analysis",,"A"
"International Conference on Model Transformation","ICMT","B"
"International Conference on Modeling, Simulation and Visualization Methods","MSV","C"
"International Conference on Modelling and Diagnostics For Advanced Engine Systems",,"A"
"International Conference on Modelling and Simulation",,"A"
"International Conference on Modelling Decisions for Artificial Intelligence","MDAI","B"
"International Conference on Modelling, Simulation and Optimisation","ICMSO","C"
"International Conference on Multiagent Systems","ICMS","B"
"International Conference on Multimedia Modelling","MMM","C"
"International Conference on Multimodal Interfaces","ICMI","B"
"International Conference on Natural Computation","ICNC","C"
"International Conference on network and System Security","NSS","B"
"International Conference on Network Protocols","ICNP","A"
"International Conference on Networked Computing","INC","C"
"International Conference on Networking and Mobile Computing","ICCNMC","C"
"International Conference on Networking, Sensing and Control","ICNSC","C"
"International Conference on Networks and Communications","NetCoM","C"
"International Conference on Neural Information Processing","ICONIP","A"
"International Conference on Neural, Parallel and Scientific Computations","NPSC","C"
"International Conference on New Forming Technology",,"A"
"International Conference on New Trends of Information and Service Science","NISS","C"
"International Conference on Next Generation Web Services Practices","NWESP","C"
"International Conference on Next Generation Wired/Wireless Advanced Networking","NEW2AN","C"
"International Conference on Numerical Methods in Industrial Forming Processes",,"A"
"International Conference on Ocean, Offshore and Arctic Engineering",,"A"
"International Conference on Optimization: Techniques And Applications","ICOTA","C"
"International Conference on Pairing-based Cryptography","Pairing","C"
"International Conference on Parallel and Distributed Computing, Applications and Technologies","PDCAT","B"
"International Conference on Parallel and Distributed Processing Techniques and Applications","PDPTA","B"
"International Conference on Parallel and Distributed Systems","ICPADS","B"
"International Conference on Parallel Architecture and Compilation Techniques","PACT","A"
"International Conference on Parallel Processing","Euro-Par","A"
"International Conference on Parallel Processing","ICPP","A"
"International Conference on Parallel Processing and Applied Mathematics","PPAM","C"
"International Conference on Pattern Recognition","ICPR","B"
"International Conference on Persuasive Technology","Persuasive","B"
"International Conference on Pervasive Computing","PERVASIVE","A"
"International Conference on Pervasive Computing and Applications","ICPCA","C"
"International Conference on Pervasive Services","ICPS","C"
"International Conference on Pressure Surges",,"A"
"International Conference on Principles and Practice of Constraint Programming","CP","A"
"International Conference on Principles and Practice of Declarative Programming","PPDP","B"
"International Conference on Principles of Distributed Systems","OPODIS","B"
"International Conference on Principles of Practice in Multi-Agent Systems","PRIMA","C"
"International Conference on Probability, Statistics and Operational Research","PSOR","C"
"International Conference on Product Research",,"B"
"International Conference on Program Comprehension (was IWPC)","ICPC","C"
"International Conference on Provable Security","ProvSec","B"
"International Conference on Qualitative Research in IT & IT in Qualitative Research","QualIT","B"
"International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks","Qsine","B"
"International Conference on Quality Software","QSIC","B"
"International Conference on Real-Time and Embedded Computing Systems and Applications","RTCSA","B"
"International Conference on Recent Advances in Information Technology and Applications","RAITA","C"
"International Conference on Recent Advances in Natural Language Processing","RANLP","C"
"International Conference on Relational Methods in Computer Science","RelMiCS","C"
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science","ROGICS","C"
"International Conference on Reliable Software Technologies","RST","A"
"International Conference on Research Challenges in Information Science","RCIS","B"
"International Conference on Risks and Security of Internet and Systems","CRiSIS","C"
"International Conference on Robotics","ROVPIA","C"
"International Conference on Rough Sets and Current Trends in Computing","RSCTC","C"
"International Conference on Rules and Rule Markup Languages for the Semantic Web","RuleML","C"
"International Conference on Scientific and Statistical Data Base Management","SSDBM","A"
"International Conference on Security and Privacy for Communication Networks","SecureCom","A"
"International Conference on Security in Pervasive Computing","ICSPC","A"
"International Conference on Security of Information and Networks","SIN","C"
"International Conference on Semantic and Digital Media Technologies","SAMT","C"
"International Conference on Semantics Knowledge and Grid","SKG","C"
"International Conference on Sequences and their Applications","SEQAPP","B"
"International Conference on Service Oriented Computing","ICSOC","A"
"International Conference on Shock and Impact Loads on Structures",,"B"
"International Conference on Software and Data Technologies","ICSoft","B"
"International Conference on Software Composition","SC","B"
"International Conference on Software Development","SWDC","B"
"International Conference on Software Engineering","ICSE","A"
"International Conference on Software Engineering Advances","ICSEA","C"
"International Conference on Software Engineering and Formal Methods","SEFM","B"
"International Conference on Software Engineering and Knowledge Engineering","SEKE","B"
"International Conference on Software Engineering Theory and Practice","SETP","C"
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing","SNPD","C"
"International Conference on Software Language Engineering","SLE","B"
"International Conference on Software Methods and Tools","SoMeT","B"
"International Conference on Software Process","ICSP","A"
"International Conference on Software Process and Product Measurement","MENSURA","C"
"International Conference on Software Quality Management","SQM","C"
"International Conference on Software Reuse","ICSR","A"
"International Conference on Software Testing, Verification and Validation","ICST","C"
"International Conference on Soil Mechanics and Geotechnical Engineering","ICSMGE","A"
"International Conference on Spoken Language Processing","ICSLP","C"
"International Conference on Steel Rolling",,"A"
"International Conference on Structural Health Monitoring of Intelligent Infrastructure",,"A"
"International Conference on Surface Finishing Technology and Surface Engineering","ICSFT2008","A"
"International Conference on Sustainability in Energy and Buildings","SEB","A"
"International Conference on Sustainable Construction Materials and Technologies","SCMT","B"
"International Conference on Systems Engineering","ISCEng","C"
"International Conference on Systems Research, Informatics and Cybernetics","ICSRIC","C"
"International Conference on Systems Thinking in Management","STM","C"
"International Conference on Technology and Business Management","ICTBM","C"
"International Conference on Technology of Plasticity",,"A"
"International Conference on Telecom Technology and Applications","ICTTA","C"
"International Conference on Temporal Logic","ICTL","A"
"International Conference on Tests and Proofs","TAP","B"
"International Conference on the Application and Theory of Petri Nets","ICATPN","B"
"International Conference on the Foundations of Digital Games","FDG","C"
"International Conference on the Principles of Knowledge Representation and Reasoning","KR","A"
"International Conference on the Simulation and Synthesis of Living Systems","ALIFE","A"
"International Conference on the Statistical Analysis of Textual Data","JADT","C"
"International Conference on the Theory and Application of Cryptographic Techniques","EuroCrypt","A"
"International Conference on the Theory and Application of Cryptology and Information Security","ASIACRYPT","A"
"International Conference on the Unified Modelling Language (was UML)","MODELS","B"
"International Conference on Theorem Proving in Higher Order Logics (will be ITP from 2010)","TPHOLs","A"
"International Conference on Theorem Proving with Analytic Tableaux and Related Methods","TABLEAUX","A"
"International Conference on Theoretical and Mathematical Foundations of Computer Science","TMFCS","C"
"International Conference on Theoretical and Methodological Issues in machine Translation","TMI","B"
"International Conference on Theory and Applications of Computational Science","TACS","C"
"International Conference on Theory and Applications of Satisfiability Testing","SAT","A"
"International Conference on Tools with Artificial Intelligence","ICTAI","B"
"International Conference on Trust Management","iTrust","C"
"International Conference on Trust, Privacy and Security in Digital Business","TrustBus","B"
"International Conference on Ubiquitous and Intelligence Computing","UIC","B"
"International Conference on Unconventional Computation","UC","C"
"International conference on unsaturated soils","Unsat","A"
"International Conference on Urban Drainage",,"A"
"International Conference on User Modelling (now UMAP)","UM","B"
"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)","UMAP","B"
"International Conference on Vector and Parallel Processing","VecPar","B"
"International Conference on Very Large Databases","VLDB","A"
"International Conference on Virtual Execution Environments","VEE","A"
"International Conference on Virtual Storytelling","ICVS","C"
"International Conference on Virtual Systems and MultiMedia","VSMM","B"
"International Conference on Vision Theory and Applications","VISAPP","C"
"International Conference on Visual Information Systems","VISUAL","C"
"International Conference on VLSI Design","VLSID","C"
"International Conference on Water Sensitive Urban Design",,"B"
"International Conference on Web Engineering","ICWE","C"
"International Conference on Web Information Systems and Technologies","WEBIST","C"
"International Conference on Web Information Systems Engineering","WISE","A"
"International Conference on Web-Age Information Management","WAIM","C"
"International Conference on Web-based Modelling and Simulation","WebSim","C"
"International Conference on Wind Engineering",,"A"
"International Conference on Wired / Wireless Internet Communications","WWIC","B"
"International Conference on Wireless Communications, Networking and Mobile Computing","WiCOM","C"
"International Conference on Worldwide Computing and Its Applications","WWCA","C"
"International Conference Software and Systems Engineering and their Applications","ICSSEA","C"
"International Conference/Workshop on Practice and Theory in Public Key Cryptography","PKC","B"
"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision","WSCG","B"
"International Conferences on Advances in Steel Structures",,"A"
"International Conferences on Progress of Machining Technology",,"A"
"International Congress Aeronautical Sciences",,"B"
"International Congress of Chinese Mathematicians","ICCM","C"
"International Congress of Construction History","ICCH","B"
"International Congress of Mathematicians","ICM","C"
"International Congress of Theoretical and Applied Mechanics",,"A"
"International Congress on Computational and Applied Mathematics","ICCAM","C"
"International Congress on Fracture",,"A"
"International Congress on Industrial and Applied Mathematics",,"B"
"International Congress on Modelling and Simulation","MODSIM","C"
"International Construction Management and Economics Conference","SIBRAGEC","B"
"International Corrosion Congress",,"A"
"International Council for Research and Innovation in Building and Construction (CIB) Meetings, Workshops, Symposia, Conferences","CIB","A"
"International Crashworthiness Conference",,"B"
"International CSI Computer Conference","CSICC","C"
"International Database Engineering and Applications Symposium","IDEAS","B"
"International Fatigue Congress",,"A"
"International Ferroalloy Congress",,"A"
"International Forum on Applied Wearable Computing","IFAWC","C"
"International French Speaking Conference on Logic and Constraint Programming","JFPLC","C"
"International Frontiers of Algorithmics Workshop","FAW","B"
"International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference","FLINS","B"
"International Geostatistics Congress",,"A"
"International Group for Lean Construction Conference","IGLC","A"
"International Heavy Haul Association Conference",,"A"
"International Heavy Haul Conference",,"A"
"International ICSC Congress on Intelligent Systems and Applications","IICISA","C"
"International IEEE Security in Storage Workshop","SISW","C"
"International IEEE Workshop on Software Evolvability","SE","C"
"International Information Technology in Regional Areas Conference","ITiRA","C"
"International Joint Conference CAAP/FASE on Theory and Practice of Software Development","TAPSOFT","C"
"International Joint Conference on Artificial Intelligence","IJCAI","A"
"International Joint Conference on Automated Reasoning","IJCAR","A"
"International Joint Conference on e-Business and Telecommunications","ICETE","C"
"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management","IC3K","C"
"International Joint Conference on Natural Language Processing","IJCNLP","B"
"International Joint Conference on Qualitative and Quantitative Practical Reasoning","ESQARU","A"
"International Joint Workshop on Computational Creativity","IJWCC","B"
"International KES Symposium on Agents and Multiagent systems - Technologies and Applications","KES AMSTA","C"
"International Machine Vision and Image Processing Conference","IMVIP","C"
"International Manufacturing Leaders Forum",,"C"
"International Maritime Conference",,"B"
"International Meeting on DNA Computing and Molecular Programming","DNA","B"
"International Mineral Processing Congress",,"A"
"International Multi-Conference on Engineering and Technological Innovation","IMETI","C"
"International Natural Language Generation Conference","INLG","B"
"International Network for Tropical Architecture conferences","INTA","C"
"International Network Optimization Conference","INOC","C"
"International Parallel Computing Workshop","PCW","C"
"International Picture Coding Symposium","PCS","C"
"International Pipeline Conference",,"A"
"International Planning History Society","IPHS","B"
"International Postgraduate Research Conference (Research Institute for the Built and Human Environment (BuHu))","BuHu IPGRC","C"
"International Python Conference","IPythC","C"
"International Research Council on the Biomechanics of Impact",,"A"
"International Research Week Conference","IPGRC","C"
"International Semantic Web Conference","ISWC","B"
"International Society of Rock Mechanics Series of Symposia and Conferences","ISRM","A"
"International Supercomputing Conference","ISC","C"
"International Symposium Component-Based Software Engineering","CBSE","A"
"International Symposium of Automation and Robotics in Construction",,"A"
"International Symposium on 3D Data Processing Visualization and Transmission","3DPVT","C"
"International Symposium on Active Control of Sound and Vibration",,"A"
"International Symposium on Advanced DB Technologies and Integration","ADTI","B"
"International Symposium on Advanced Technology for Plasticity",,"A"
"International Symposium on Advances in Abrasive Technology",,"A"
"International Symposium on Algorithmic Game Theory","SAGT","B"
"International Symposium on Algorithms and Computation","ISAAC","A"
"International Symposium on Applications and the Internet","SAINT","C"
"International Symposium on Applied Algebra, Algebraic Algorithms and Error-Correcting Codes","AAAAECC","B"
"International Symposium on Applied Computational Intelligence and Informatics","SACI","C"
"International Symposium on Applied Machine Intelligence and Informatics","SAMI","C"
"International Symposium on Artificial Intelligence and Maths","ISAIM","B"
"International Symposium on Artificial Life and Robotics","AROB","C"
"International Symposium on Audio, Video, Image Processing and Intelligent Applications","ISAVIIA","C"
"International Symposium on Automated Technology for Verification and Analysis","ATVA","A"
"International Symposium on Automation and Robotics in Construction","SARC","C"
"International Symposium on Autonomous Decentralized Systems","ISADS","C"
"International Symposium on Cavitation",,"B"
"International Symposium on Circuits and Systems","CIRSYS","C"
"International Symposium on Code Generation and Optimization","CGO","A"
"International Symposium on Collaborative Technologies and Systems","CTS","C"
"International Symposium on Combinatorial Optimisation","CO","C"
"International Symposium on Combustion",,"A"
"International Symposium on Communications and Information Technologies","ISCIT","B"
"International Symposium on Computational Geomechanics",,"A"
"International Symposium on Computational Life Science","CompLife","B"
"International Symposium on Computer and Information Sciences","ISCIS","C"
"International Symposium on Computer Architecture and High Performance Computing","SBAC-PAD","B"
"International Symposium on Computer Design","COMPDES","C"
"International Symposium on Cooperative Database Systems for Advanced Applications","CODAS","C"
"International Symposium on Data, privacy and E-Commerce","ISDPE","C"
"International Symposium on Distributed Computing (was WDAG)","DISC","A"
"International Symposium on Empirical Software Engineering","ISESE","B"
"International Symposium on Empirical Software Engineering and Measurement","ESEM","A"
"International Symposium on Environmental Vibrations: Prediction, Monitoring, Mitigation and Evaluation",,"B"
"International Symposium on Experimental Algorithms","SEA","B"
"International Symposium on Fault-Tolerant Computing","FTCS","C"
"International Symposium on Foundations of Intelligent Systems","ISMIS","C"
"International Symposium on frontiers in offshore geotechnics",,"B"
"International Symposium on Functional and Logic Programming","FLOPS","A"
"International Symposium on Fundamentals of Computer Theory","FCT","A"
"International Symposium on Future Software Technology","ISFST","C"
"International Symposium on Grid Computing","ISGC","C"
"International Symposium on High Performance Computer Architecture","HPCA","A"
"International Symposium on Information and Communication Technologies","ISICT","C"
"International Symposium on Information Assurance and Security","IAS","C"
"International Symposium on Information Processing","ISIP","C"
"International Symposium on Information Theory and Its Applications","ISITA","B"
"International Symposium on Innovations in Intelligent Systems and Applications","INISTA","C"
"International Symposium on Intelligent and Interactive Multimedia: Systems and Services","KES IIMSS","C"
"International Symposium on Intelligent Multimedia, Video and Speech Processing","ISIMP","C"
"International Symposium on Intelligent Systems and Informatics","SISY","C"
"International Symposium on Latin American Theoretical Informatics","LATIN","B"
"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation","ISoLA","C"
"International Symposium on Logic-based Program Synthesis and Transformation","LOPSTR","B"
"International Symposium on Mathematical Foundations of Computer Science","MFCS","A"
"International Symposium on Mathematical Morphology","ISMM","B"
"International Symposium on Memory Management","ISMM","A"
"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks","WiOpt","B"
"International Symposium on Neural Networks","ISNN","C"
"International Symposium on Next Generation Data Base Systems and Applications","NGDB","C"
"International Symposium on Object Technologies for Advanced Software","ISOTAS","C"
"International Symposium on Parallel and Distributed Computing","ISPDC","C"
"International Symposium on Parallel Architectures, Algorithms and Networks","I-SPAN","B"
"International Symposium on Plasticity and Its Current Applications",,"A"
"International Symposium on Recent Advances in Intrusion Detection","RAID","B"
"International Symposium on Robotics","ISR","A"
"International Symposium on Robotics Research","ISSR","A"
"International Symposium on Software Reliability Engineering","ISSRE","A"
"International Symposium on Software Testing and Analysis","ISSTA","A"
"International Symposium on Spatial Data Handling","SDH","C"
"International Symposium on Spatial Data Infrastructures","ISSDI","C"
"International Symposium on Spatial Data Quality","ISSDQ","C"
"International Symposium on Spatial Databases","SSTD","A"
"International Symposium on Static Analysis","ISSA","C"
"International Symposium on String Processing and Information Retrieval","SPIRE","B"
"International Symposium on Structural Engineering",,"B"
"International Symposium on Symbolic and Algebraic Computation","ISSAC","A"
"International Symposium on Symbolic and Numeric Algorithms for Scientific Computing","SYNASC","C"
"International Symposium on System Synthesis","ISSS","C"
"International Symposium on Technology and Society","ISTAS","C"
"International Symposium on Temporal Representation and Reasoning","TIME","A"
"International Symposium on the Mathematical Theory of Networks and Systems","MTNS","C"
"International Symposium on Theoretical Aspects of Computer Science","STACS","B"
"International Symposium on Theoretical Aspects of Software Engineering","TASE","C"
"International Symposium on Vehicle System Dynamics",,"A"
"International Symposium on Visual Computing","ISVC","C"
"International Symposium on Voronoi diagrams in Science and Engineering","ISVD","C"
"International Symposium on Wireless Personal Multimedia Communications","WPMC","C"
"International Symposiums on Wikis","WIKISYM","B"
"International Towing Tank Conference",,"A"
"International Tribology Conference in Australia",,"A"
"International Urban Design Conference","IUDC","C"
"International Visualization in Transportation Symposium and Workshop","TRB Viz","C"
"International Web Conference","IWC","C"
"International Wireless Internet Conference","WiCon","C"
"International Wordnet Conference (Global Wordnet Conference)","GWC","C"
"International Work-Conference on Artificial and Natural Neural Networks","IWANN","B"
"International Workshop in Software Measurement","IWSM","C"
"International Workshop of Privacy Enhancing Technologies","PET","B"
"International Workshop of the Initiative for the Evaluation of XML Retrieval","INEX","C"
"International Workshop on Abstract State Machines","ASM(W)","C"
"International Workshop on Advanced Architectures and Algorithms for Internet Delivery and Applications","AAA-IDEA","C"
"International Workshop on Agents and Data Mining Interaction","ADMI","B"
"International Workshop on Algorithmic Aspects of Wireless Sensor Networks","Algosensors","C"
"International Workshop on Algorithms and Computation","WALCOM","C"
"International Workshop on Aliasing, Confinement and Ownership","IWACO","C"
"International Workshop on Ant Colony","ANTS","B"
"International Workshop on Approximation Algorithms for Combinatorial Optimization Problems","APPROX","A"
"International Workshop on Boolean Functions: Cryptography and Applications","BFCA","C"
"International Workshop on Business Process Design","BPD","C"
"International Workshop on Business Process Intelligence","BPI","C"
"International Workshop on Business Process Modelling, Development, and Support","BPMDS","C"
"International Workshop on C# and .NET Technologies","C#","C"
"International Workshop on Coding and Cryptography","WCC","B"
"International Workshop on Combinations of Intelligent Methods and Applications","CIMA","C"
"International Workshop on Combinatorial Algorithm","IWOCA","B"
"International Workshop on Combinatorial Image Analysis: Theory and Applications","IWCIA","C"
"International Workshop on Comparative Evaluation in Requirements Engineering","CERE","C"
"International Workshop on Computer-Aided Software Eng","IWCASE","B"
"International Workshop on Critical Information Infrastructures Security","CRITIS","C"
"International Workshop on Data Warehousing and OLAP","DOLAP","B"
"International Workshop on Developments in Computational Models","DCM","C"
"International Workshop on Digital Watermarking","IWDW","C"
"International Workshop on Distributed Object Management","IWDOM","C"
"International Workshop on Domain Driven Data Mining","DDDM","C"
"International Workshop on Economics-Driven Software Engineering Research","EDSER","C"
"International Workshop on Efficient Algorithms","WEA","B"
"International Workshop on Enterprise and Organizational Modelling and Simulation","EOMAS","C"
"International Workshop on Enterprise Networking and Computing in Health Care Industry","HealthCom","C"
"International Workshop on Entertainment Computing","WEC","C"
"International Workshop on Evolution and Change in Data Management","ECDM","C"
"International Workshop on Fast Software Encryption","FSE","B"
"International Workshop on Formal Methods for interactive Systems","FMIS","C"
"International Workshop on Formal Methods for Parallel Programming: Theory and Applications","FMPPTA","C"
"International Workshop on Foundations for Secure/Survivable Systems and Networks","FSSSSN","C"
"International Workshop on Foundations of Models and Languages for Data and Objects","FMLDO","C"
"International Workshop on Foundations of Object-Oriented Languages","FOOL","C"
"International Workshop on Functional and (Constraint) Logic Programming","WFLP","C"
"International Workshop on Genetic and Evolutionary Fuzzy Systems","GEFS","C"
"International Workshop on Global Optimization","GO","C"
"International Workshop on Graph-Theoretic Concepts in Computer Science","WG","A"
"International Workshop on Group-Oriented Cryptographic Protocols","GOCP","C"
"International workshop on High-Level Parallel Programming and Applications","HLPP","C"
"International Workshop on High-Level Parallel Programming Models and Supportive Environments","HIPS","C"
"International Workshop on Horizontal Interactive Human-Computer Systems","Tabletop","B"
"International Workshop on Hot topics in Peer-to-Peer Systems","HotP2P","C"
"International Workshop on Human Aspects in Ambient Intelligence: Agent Technology, Human-Oriented Knowledge and Applications","HAI","C"
"International Workshop on Image Analysis and Information Fusion","IAIF","C"
